,Company Name,ISO Country Code,Country,City,Address,NACE Rev. 2 Code principal,"NACE Principal Rev. 2, description ",Sector,Main activity,Description in Original language,Description in English,Website,"Operating result [=EBIT]
mEUR 2021","Operating result [=EBIT]
mEUR 2020","Operating result [=EBIT]
mEUR 2019","Turnover
mEUR 2021","Turnover
mEUR 2020","Turnover
mEUR 2019",Availability of financial data,2 years of consecutive losses,Average loss over 3 years
68,KEKALE OY,FI,Finlande,JOENSUU,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail sale of clothing,Retail,"Toimiala: Yhtiön toimialana on naisten, miesten ja lasten pukimien, musiikkiäänitteiden, kemikalien sekä pukeutumiseen liittyvien tarvikkeiden myynti ja vaatteiden valmistus. Yhtiöllä on oikeus toimintaansa varten omistaa ja hallita kiinteistöjä ja osakkeita.","Toimiala: Yhtion toimialana on naisten, miesten ja lasten pukimien, musiikkiaanitteiden, kemikalien seka pukeutumiseen liittyvien tarvikkeiden myynti ja vaatteiden valmistus. Yhtiolla on oikeus toimintaansa varten omistaa ja hallita kiinteistoja ja osakkeita.",www.kekale.fi,-1,-2,-1,24,22,27,YES,YES,
69,FABRIKA OBUVI,RU,Fédération de Russie,MOSCOW,,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the wholesale distribution of footwear,Wholesale,???????? ??????? ??????.,Engaged in the wholesale distribution of footwear [source: Bureau van Dijk],www.kapika.ru,1,0,0,24,16,20,YES,NO,NO
70,"M. NEVES & B. NEVES, LDA",PT,Portugal,LISBOA,,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the wholesale distribution of clothing and footwear,Wholesale,Comércio de calçado,Engaged in the wholesale distribution of clothing and footwear [source: Bureau van Dijk],www.calcadoguimaraes.pt,-1,-2,0,24,22,37,YES,YES,
71,MAX MARA S A S,FR,France,PARIS,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the wholesale distribution of a range of suits and overcoats for women and children,Wholesale,Commerce de vetements de pret-a-porter et prestation de services s'y afferents,Engaged in the wholesale distribution of a range of suits and overcoats for women and children [source: Bureau van Dijk],www.maxmara.com,2,1,2,24,19,40,YES,NO,NO
72,GOLD MOVING COMPANY S.R.L.,IT,Italie,ROMA,VIA SILICELLA 47,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the wholesale distribution of jewelry,Wholesale,COMMERCIO ALL'INGROSSO DI OROLOGI E DI GIOIELLERIA,Engaged in the wholesale distribution of jewelry [source: Bureau van Dijk],,0,0,0,24,6,4,YES,NO,NO
73,SPORT VISION SKOPJE DOOEL,MK,Macédoine du Nord,SKOPJE,,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,"Operates a shoe store specializing in selling men's, women's and children's footwear",Retail,,"Operates a shoe store specializing in selling men's, women's and children's footwear [source: Bureau van Dijk]",sportvision.mk,2,2,2,24,18,18,YES,NO,NO
74,BEO-SPORT SYSTEM DOO BEOGRAD,RS,Serbie,BEOGRAD (PALILULA),,4771,Commerce de détail d'habillement en magasin spécialisé,"Engaged in the wholesale distribution of fashion, casual and sportswear",Wholesale,,Retail sale of clothing in specialised stores,"www.beosport.com
rs.beosport.com",2,1,1,23,17,18,YES,NO,NO
75,EMMEPI S.R.L.,IT,Italie,RIPALIMOSANI,VIALE UNITA' D'ITALIA 18,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Specialises in manufacturing mechanical parts for companies and clients on the national and international markets,Manufacturing,COMMERCIO AL DETTAGLIO DI CALZATURE E ACCESSORI,Specialises in manufacturing mechanical parts for companies and clients on the national and international markets [source: Bureau van Dijk],"mecapoce.com
www.meca.moda
www.emmepi-cb.com",2,1,1,23,19,23,YES,NO,NO
76,SCHOOLBLAZER LIMITED,GB,Royaume-Uni,PETERBOROUGH,,4771,Commerce de détail d'habillement en magasin spécialisé,Operates as the leading supplier of high quality uniforms to the UK's most prestigious schools,Wholesale,,Retail sale of clothing. Trading as 'Schoolblazer.com',www.schoolblazer.com,3,2,2,22,18,17,YES,NO,NO
77,YUVELIRNAYA SET EPL DAIMOND,RU,Fédération de Russie,MOSCOW,PER. 1-I SHCHIPKOVSKII D. 20,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the retail distribution of jewelry,Retail,???????? ?????????? ?????????.,Sale of jewellery.,epldiamond.com,1,0,2,23,16,23,YES,NO,NO
78,BASSETTI (DEUTSCHLAND) GMBH  ZWEIGNIEDERLASSUNG OESTERREICH,AT,Autriche,WALS-HIMMELREICH,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail sale of home textiles,Retail,,Engaged in the retail sale of home textiles [source: Bureau van Dijk],www.zucchibassetti.com,6,5,5,22,20,19,YES,NO,NO
79,FANTASIA S.R.L.,IT,Italie,GINOSA,VIA PITAGORA 56,4771,Commerce de détail d'habillement en magasin spécialisé,"Engaged in the retail distribution of a general line of new clothing for men, women, and children",Retail,COMMERCIO AL DETTAGLIO DI CONFEZIONI PER ADULTI,"Engaged in the retail distribution of a general line of new clothing for men, women, and children [source: Bureau van Dijk]",www.fantasiacalzature.it,0,0,1,22,22,23,YES,NO,NO
80,CUPCAKE CLOTHING LIMITED,GB,Royaume-Uni,LONDON,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the design and manufacture of clothing,Manufacturing,,The design and manufacture of clothing.,www.cupcakeclothing.co.uk,1,0,0,22,14,22,YES,NO,NO
81,LAURAMAR,FR,France,LYON,,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the rental and sale of real estate properties,Retail; Services,"Achat, vente en gros, en demi-gros ou au détail, import-export, courtage de tous produits de bijouterie, de joaillerie et d'horlogerie.",Engaged in the rental and sale of real estate properties [source: Bureau van Dijk],"www.maier.fr
www.lauramar.com.ar",3,2,2,22,15,16,YES,NO,NO
82,KATAPULT D.O.O.,HR,Croatie,ZAGREB,,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Primarily engaged in the wholesale of footwear products,Wholesale,,Primarily engaged in the wholesale of footwear products [source: Bureau van Dijk],www.officeshoes.hr,0,0,1,22,25,27,YES,NO,NO
83,MANBOW,FR,France,PARIS,,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the retail sale footwear,Retail,Vente de chaussures et articles chaussants.,Engaged in the retail sale footwear [source: Bureau van Dijk],www.manfield.fr,0,-3,-2,21,17,30,YES,YES,
84,VALENTI & C. S.R.L.,IT,Italie,PISA,BORGO STRETTO 28,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the retail sale of footwear products in Italy,Retail,COMMERCIO AL DETTAGLIO DI ARTICOLI DI PELLETTERIA E DA VIAGGIO,Engaged in the retail sale of footwear products in Italy [source: Bureau van Dijk],www.valentipisa.it,0,0,0,21,19,22,YES,NO,NO
85,PILAR PRIETO GUMIEL SL,ES,Espagne,ALCORCON,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the production and retail distribution of clothing and accessories,Manufacturing; Retail,Venta al menor de moda femenina y sus complementos.,Engaged in the production and retail distribution of clothing and accessories [source: Bureau van Dijk],www.pilarprieto.es,2,0,2,20,15,24,YES,NO,NO
86,NIELSENS A/S,DK,Danemark,ODENSE SV,,4771,Commerce de détail d'habillement en magasin spécialisé,"Engaged in the retail sale of specialized lines of men's, women's, and children's clothing",Retail,,"Engaged in the retail sale of specialized lines of men's, women's, and children's clothing [source: Bureau van Dijk]","www.nielsens.dk
nielsens.dk",4,-1,3,20,30,37,YES,NO,NO
87,VIGORA,RU,Fédération de Russie,MOSCOW,"PROEZD 2-I KAPOTNINSKII D. 1, STR. 3, POMESHCH. 2",4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail trade of clothing and footwear products,Retail,"??????? ???????? ???????, ??????.",Engaged in the retail trade of clothing and footwear products [source: Bureau van Dijk],www.vigorasildenafil.com,1,1,2,20,8,15,YES,NO,NO
88,STADIO SPORT SOCIEDAD LIMITADA,ES,Espagne,ARUCAS,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the operation of sporting goods store,Retail,Comercio al por menor de artículos deportivos,Engaged in the operation of sporting goods store [source: Bureau van Dijk],www.estadiosport.net,3,1,2,20,18,23,YES,NO,NO
89,LOYTOTEX OY,FI,Finlande,KANGASALA,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the operation of a chain of family clothing store,Retail,"Yhtiön toimialana on tekstiilien, paperi- ja muovituotteiden, kemikaalien ym. kodin tarvikkeiden ja elintarvikkeiden tukku- ja vähittäiskauppa sekä ulkomaankauppa. Lisäksi yhtiön toimialana on tekstiilituotteiden valmistus. Lisäksi yhtiö voi omistaa ja hallita kiinteistöjä ja arvopapereita sekä käydä niillä kauppaa.","Yhtion toimialana on tekstiilien, paperi- ja muovituotteiden, kemikaalien ym. kodin tarvikkeiden ja elintarvikkeiden tukku- ja vahittaiskauppa seka ulkomaankauppa. Lisaksi yhtion toimialana on tekstiilituotteiden valmistus. Lisaksi yhtio voi omistaa ja hallita kiinteistoja ja arvopapereita seka kayda niilla kauppaa.",www.loytotex.fi,-1,-1,-1,20,21,23,YES,YES,
90,N PEAL (RETAIL) LIMITED,IE,Irlande,KILDARE,,4771,Commerce de détail d'habillement en magasin spécialisé,,,,Design and sale of luxury cashmere clothing. Accounts data converted from Sterling.,,2,0,2,19,12,18,YES,NO,NO
91,DESPI ASTIGI S.L.,ES,Espagne,CORNELLA DE LLOBREGAT,,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the operation of a jewelry store,Retail,Explotación joyeria,Engaged in the operation of a jewelry store [source: Bureau van Dijk],,0,0,0,19,24,9,YES,NO,NO
92,DONATOR,ME,Monténégro,TUZI,,4771,Commerce de détail d'habillement en magasin spécialisé,Primarily engaged in the wholesale of non-durable goods,Wholesale,,Retail sale of clothing in specialised stores,www.donator.co.me,2,1,2,19,17,23,YES,NO,NO
93,TOMASINI FRANCIA SRL,IT,Italie,SPOLETO,CORSO GIUSEPPE GARIBALDI 50,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the retail trade of luxury watch and jewelry,Retail,COMMERCIO AL DETTAGLIO DI OROLOGI E ARTICOLI DI GIOIELLERIA E ARGE ERIA,Engaged in the retail trade of luxury watch and jewelry [source: Bureau van Dijk],"www.tomasinifrancia.it
tomasinifrancia.it",2,1,0,19,16,18,YES,NO,NO
94,DESNUDOS SOCIEDAD LIMITADA,ES,Espagne,LAS PALMAS DE GRAN CANARIA,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail sale and marketing of clothing and apparel products,Retail,Venta al menor de prendas de vestir y complementos.,Engaged in the retail sale and marketing of clothing and apparel products [source: Bureau van Dijk],www.desnudos.es,3,1,2,19,18,23,YES,NO,NO
95,IRINIK SRL,RO,Roumanie,BOTOSANI,,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,"Engaged in the retail sale of jewelry, luggage and leather goods",Retail,,"Engaged in the retail sale of jewelry, luggage and leather goods [source: Bureau van Dijk]",www.sabrini.ro,1,1,1,19,12,14,YES,NO,NO
96,"VISAO DO TEMPO II - DISTRIBUICAO, S.A.",PT,Portugal,CARNAXIDE,,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,"Engaged in the retail sale of jewelry, watches, precious stones, and precious metals",Retail,"Distribuição e comércio de acessórios de moda, nomeadamente vestuário, ouro, prata, malas, cintos, carteiras, calçado, relógios e bijutaria","Engaged in the retail sale of jewelry, watches, precious stones, and precious metals [source: Bureau van Dijk]","www.pandoraonline.pt/acerca-visao-do-tempo
pandoraonline.pt",2,1,2,19,18,28,YES,NO,NO
97,"EQUACAO DO TEMPO - RELOJOARIA, LDA",PT,Portugal,PORTO,,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the retail sale of watches,Retail,"Importação, exportação, distribuição, representação e comercialização de artigos de relojoaria, ourivesaria e joalharia. Prestação de serviços de consultoria e de apoio à gestão de empresas, formação e assistência técnica. Comércio a retalho via Internet",Engaged in the retail sale of watches [source: Bureau van Dijk],www.marcolino.pt,4,5,9,19,20,35,YES,NO,NO
98,LE SAC S.R.L.,IT,Italie,MILANO,VIA BERNARDO DAVANZATI 28,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI ARTICOLI DI PELLETTERIA E DA VIAGGIO,,"www.lesacoutlet.it
lesacsrl.it",3,0,0,19,13,11,YES,NO,NO
99,"ARCO PAWEL NAGLY, JACEK DUDAK SP.J.",PL,Pologne,KATOWICE,,4771,Commerce de détail d'habillement en magasin spécialisé,"Engaged in the wholesale and retail distribution of a general line of new clothing and accessories for men, women, and children",Wholesale; Retail,,"Engaged in the wholesale and retail distribution of a general line of new clothing and accessories for men, women, and children [source: Bureau van Dijk]",www.sportjam.pl,3,0,1,19,14,20,YES,NO,NO
100,SERGIO CAPONE S.R.L.,IT,Italie,PISA,BORGO STRETTO 6,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Operates as a retailer of jewelry goods and watches,Retail,COMMERCIO AL DETTAGLIO DI OROLOGI E ARTICOLI DI GIOIELLERIA E ARGE ERIA,Operates as a retailer of jewelry goods and watches [source: Bureau van Dijk],"www.sergiocapone.it
www.sergiocapone.com",2,1,2,18,13,16,YES,NO,NO
101,CHECK POINT S.P.A.,IT,Italie,ASOLA,VIA PARMA 66,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail distribution of a wide range of clothing and fashion accessories in Italy,Retail,COMMERCIO AL DETTAGLIO DI ARTICOLI DI ABBIGLIAMENTO,Engaged in the retail distribution of a wide range of clothing and fashion accessories in Italy [source: Bureau van Dijk],"brixiagym.check-point.it
check-point.it
www.check-point.it",0,-1,0,18,20,19,YES,NO,YES
102,SPORTROOM SP. Z O.O. SP.K.,PL,Pologne,LODZ,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail distribution of footwear,Retail,,Engaged in the retail distribution of footwear [source: Bureau van Dijk],www.wbsport.pl,1,1,0,18,14,13,YES,NO,NO
103,VAN GRAAF RUHAZATI ES KERESKEDELMI BETETI TARSASAG,HU,Hongrie,BUDAPEST,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail sale of fashion clothing and accessories,Retail,,Engaged in the retail sale of fashion clothing and accessories [source: Bureau van Dijk],"www.vangraaf.com/hu
company.vangraaf.com/en",1,-1,2,18,14,21,YES,NO,NO
104,AZEL D.O.O. SARAJEVO,BA,Bosnie-Herzégovine,ILIDZA,,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the provision of general construction and civil engineering services,Services,,Engaged in the provision of general construction and civil engineering services [source: Bureau van Dijk],www.azel.ba,3,1,3,18,15,20,YES,NO,NO
105,LANCERTO S.A.,PL,Pologne,LANCUT,,4771,Commerce de détail d'habillement en magasin spécialisé,"Engaged in the retail sale of clothing, particularly for men",Retail,,"Engaged in the retail sale of clothing, particularly for men [source: Bureau van Dijk]",www.lancerto.com,3,0,1,18,11,16,YES,NO,NO
106,DUNNES STORES ANDALUCIA SA,ES,Espagne,MIJAS,,4751,Commerce de détail de textiles en magasin spécialisé,"Engaged in the management and operation of food, textiles, and homewares stores",Services,Comercio al por menor de textiles para el hogar-señora-caballero y niño.,"Engaged in the management and operation of food, textiles, and homewares stores [source: Bureau van Dijk]",www.dunnesstores.com,-1,-2,1,17,13,20,YES,YES,
107,NEWMAX NOWAK I WSPOLNICY SP.K.,PL,Pologne,RZESZOW,,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the wholesale and retail trade of New Balance sports shoes,Wholesale; Retail,,Trade: footwear,"www.nbsklep.pl
nbsklep.pl",1,2,14,17,17,75,YES,NO,NO
108,EVOLUTION S.R.L.,IT,Italie,POLIGNANO A MARE,STRADA COMUNALE QUINTAVALLE,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the retail sale of footwear,Retail,COMMERCIO AL DETTAGLIO DI CALZATURE E ACCESSORI,Engaged in the retail sale of footwear [source: Bureau van Dijk],"www.evolutionboutique.it
www.idievolution.it",0,0,1,17,12,15,YES,NO,NO
109,MAGAZZINI BERTON S.R.L.,IT,Italie,BOLZANO VICENTINO,VIA ZUCCOLA 24/C,4771,Commerce de détail d'habillement en magasin spécialisé,"Engaged in the retail distribution of clothing, footwear and accessories",Retail,COMMERCIO AL DETTAGLIO DI CONFEZIONI PER ADULTI,"Engaged in the retail distribution of clothing, footwear and accessories [source: Bureau van Dijk]",www.bertonmagazzini.it,1,0,0,16,13,15,YES,NO,NO
